id,carat,cut,cut_ord,color,clarity,clarity_ord,price,retail_price,company_price,,Linear Regression model - provides an equation to use to predict the prices.,
386,1.11,Ideal,5,H,SI1,3,5315,6221.93,1866.579,,,
387,0.38,Premium,4,H,VS2,5,700,830.34,249.102,,,
388,1,Very Good,3,D,SI1,3,6040,4980.3,1494.09,,,
389,0.56,Ideal,5,I,VVS1,7,1605,3410.78,1023.234,,,
390,0.34,Premium,4,E,VVS2,6,995,947.82,284.346,,,
391,0.82,Ideal,5,G,SI1,3,3123,3782.16,1134.648,,,
392,1.04,Premium,4,F,SI2,2,4507,5020.92,1506.276,,,
393,0.47,Ideal,5,H,IF,8,1865,3107.61,932.283,,,
394,1.02,Premium,4,H,VS2,5,5100,6214.66,1864.398,,,
395,1.02,Very Good,3,D,SI1,3,6047,5148.56,1544.568,,,
396,0.41,Premium,4,G,SI1,3,719,174.73,52.419,,,
397,0.44,Very Good,3,E,VS1,4,1158,723.02,216.906,,,
398,0.5,Premium,4,E,VS2,5,1654,1839.9,551.97,,,
399,1,Premium,4,J,SI1,3,3780,5138.4,1541.52,,,
400,2.05,Premium,4,I,VS1,4,12766,14426.05,4327.815,,,
401,0.75,Very Good,3,E,SI1,3,2698,2877.05,863.115,,,
402,0.95,Good,2,D,SI2,2,3214,3947.55,1184.265,,,
403,0.51,Ideal,5,E,SI1,3,1438,1174.13,352.239,,,
404,0.3,Ideal,5,I,SI2,2,405,-1046.6,-313.98,,,
405,1.19,Very Good,3,H,VS1,4,7147,7032.77,2109.831,,,
406,1,Fair,1,D,SI2,2,2974,4210.1,1263.03,,,
407,1.6,Ideal,5,E,SI2,2,10798,9890.3,2967.09,,,
408,0.38,Premium,4,F,SI1,3,838,-77.66,-23.298,,,
409,0.33,Premium,4,D,VVS2,6,1002,863.69,259.107,,,
410,0.8,Ideal,5,E,SI1,3,3630,3613.9,1084.17,,,
411,1.5,Premium,4,H,IF,8,13107,11614.9,3484.47,,,
412,0.3,Ideal,5,E,VVS1,7,956,1223.4,367.02,,,
413,0.3,Ideal,5,H,VVS2,6,605,769.4,230.82,,,
414,0.27,Very Good,3,E,VVS2,6,620,200.81,60.243,,,
415,0.46,Very Good,3,E,VS1,4,1417,891.28,267.384,,,
416,1.51,Premium,4,H,SI2,2,8388,8975.03,2692.509,,,
417,1.03,Premium,4,E,VS2,5,7192,6298.79,1889.637,,,
418,0.33,Premium,4,H,VS2,5,668,409.69,122.907,,,
419,1.01,Premium,4,H,SI1,3,4559,5222.53,1566.759,,,
420,0.4,Ideal,5,D,VS2,5,1050,1156.7,347.01,,,
421,0.8,Ideal,5,E,VS2,5,3648,4521.9,1356.57,,,
422,0.71,Very Good,3,G,VS2,5,2382,3448.53,1034.559,,,
423,0.34,Premium,4,F,VS2,5,880,493.82,148.146,,,
424,0.5,Good,2,D,SI1,3,1235,615.7,184.71,,,
425,1.22,Ideal,5,F,VVS2,6,11870,8509.36,2552.808,,,
426,0.59,Very Good,3,F,VS2,5,1764,2438.97,731.691,,,
427,0.78,Ideal,5,G,VS2,5,3613,4353.64,1306.092,,,
428,1.21,Very Good,3,G,VVS2,6,9942,8109.03,2432.709,,,
429,0.33,Very Good,3,G,VVS1,7,795,1159.59,347.877,,,
430,0.35,Ideal,5,J,VS1,4,478,282.05,84.615,,,
431,1.19,Good,2,J,VS1,4,4931,6874.67,2062.401,,,
432,1.25,Premium,4,H,VS1,4,8099,7695.65,2308.695,,,
433,1.07,Premium,4,D,SI1,3,5704,5727.31,1718.193,,,
434,0.75,Very Good,3,D,SI1,3,3048,2877.05,863.115,,,
435,1.51,Ideal,5,G,SI2,2,8794,9133.13,2739.939,,,
436,2.3,Ideal,5,G,SI2,2,14744,15779.4,4733.82,,,
437,0.72,Premium,4,F,SI1,3,2670,2782.76,834.828,,,
438,0.35,Premium,4,D,VS2,5,829,577.95,173.385,,,
439,0.34,Good,2,H,VS2,5,689,177.62,53.286,,,
440,1.01,Fair,1,G,VS2,5,4072,5656.23,1696.869,,,
441,0.9,Very Good,3,D,SI2,2,3706,3685,1105.5,,,
442,1,Good,2,D,SI2,2,4218,4368.2,1310.46,,,
443,0.81,Ideal,5,E,VS2,5,4314,4606.03,1381.809,,,
444,1.13,Ideal,5,H,SI1,3,5050,6390.19,1917.057,,,
445,0.3,Ideal,5,D,VS2,5,616,315.4,94.62,,,
446,0.31,Ideal,5,G,VVS1,7,1046,1307.53,392.259,,,
447,0.3,Very Good,3,H,VS1,4,675,-454.8,-136.44,,,
448,1.23,Premium,4,I,SI2,2,4773,6619.39,1985.817,,,
449,2.16,Premium,4,J,VVS1,7,17891,16713.48,5014.044,,,
450,1.11,Ideal,5,I,SI1,3,4709,6221.93,1866.579,,,
451,0.54,Premium,4,D,VS1,4,1847,1722.42,516.726,,,
452,1.02,Premium,4,D,VS2,5,6909,6214.66,1864.398,,,
453,1.51,Premium,4,I,SI2,2,7577,8975.03,2692.509,,,
454,0.73,Ideal,5,D,SI1,3,3195,3024.99,907.497,,,
455,1.03,Premium,4,I,VS1,4,5012,5844.79,1753.437,,,
456,1.07,Very Good,3,F,VS1,4,7513,6023.21,1806.963,,,
457,0.34,Ideal,5,D,SI1,3,626,-256.08,-76.824,,,
458,0.5,Fair,1,G,VS1,4,1234,911.6,273.48,,,
459,1.03,Good,2,J,I1,1,2220,4166.59,1249.977,,,
460,0.4,Good,2,F,IF,8,1404,2044.4,613.32,,,
461,0.7,Premium,4,E,VS2,5,2818,3522.5,1056.75,,,
462,1.52,Premium,4,J,VS1,4,8110,9967.16,2990.148,,,
463,2.02,Premium,4,F,SI2,2,13267,13265.66,3979.698,,,
464,0.4,Good,2,D,SI2,2,622,-679.6,-203.88,,,
465,0.79,Ideal,5,E,VS2,5,3861,4437.77,1331.331,,,
466,0.47,Premium,4,H,VS1,4,1244,1133.51,340.053,,,
467,0.33,Premium,4,E,SI2,2,463,-952.31,-285.693,,,
468,1.21,Very Good,3,I,SI1,3,4404,6747.03,2024.109,,,
469,0.51,Very Good,3,F,VS2,5,1601,1765.93,529.779,,,
470,1.01,Ideal,5,G,SI2,2,4803,4926.63,1477.989,,,
471,0.77,Ideal,5,E,SI2,2,2519,2907.51,872.253,,,
472,1.01,Fair,1,E,VS2,5,4525,5656.23,1696.869,,,
473,0.62,Very Good,3,H,VS2,5,1734,2691.36,807.408,,,
474,0.31,Ideal,5,I,VS2,5,421,399.53,119.859,,,
475,2.04,Very Good,3,H,SI2,2,13790,13275.82,3982.746,,,
476,0.41,Premium,4,E,SI1,3,705,174.73,52.419,,,
477,1.26,Premium,4,F,VS1,4,10669,7779.78,2333.934,,,
478,0.36,Ideal,5,D,VVS2,6,1033,1274.18,382.254,,,
479,0.71,Premium,4,G,VS2,5,2694,3606.63,1081.989,,,
480,0.42,Ideal,5,G,SI1,3,882,416.96,125.088,,,
481,0.31,Premium,4,H,VVS1,7,707,1149.43,344.829,,,
482,1,Premium,4,G,VS2,5,6048,6046.4,1813.92,,,
483,0.31,Ideal,5,E,VS1,4,682,-54.47,-16.341,,,
484,1.01,Premium,4,E,VS2,5,6843,6130.53,1839.159,,,
485,0.71,Good,2,F,SI1,3,2396,2382.43,714.729,,,
486,1.02,Very Good,3,E,VS1,4,7779,5602.56,1680.768,,,
487,0.73,Ideal,5,E,SI2,2,2581,2570.99,771.297,,,
488,0.4,Very Good,3,D,VS2,5,982,840.5,252.15,,,
489,0.5,Fair,1,D,SI1,3,1323,457.6,137.28,,,
490,1.28,Premium,4,I,VS2,5,6451,8402.04,2520.612,,,
491,0.91,Good,2,F,SI2,2,3539,3611.03,1083.309,,,
492,1.21,Very Good,3,I,VS1,4,5866,7201.03,2160.309,,,
493,0.24,Very Good,3,I,VVS1,7,336,402.42,120.726,,,
494,0.38,Very Good,3,D,VS1,4,995,218.24,65.472,,,
495,0.9,Very Good,3,G,VS1,4,4358,4593,1377.9,,,
496,0.8,Very Good,3,E,VS2,5,4263,4205.7,1261.71,,,
497,0.28,Very Good,3,F,VS1,4,487,-623.06,-186.918,,,
498,1.02,Ideal,5,G,VS2,5,6333,6372.76,1911.828,,,
499,0.51,Premium,4,F,VS1,4,1836,1470.03,441.009,,,
500,0.72,Fair,1,E,VS2,5,2691,3216.46,964.938,,,
501,0.9,Premium,4,G,VS2,5,4022,5205.1,1561.53,,,
502,1.22,Ideal,5,G,VS1,4,8313,7601.36,2280.408,,,
503,0.4,Ideal,5,H,VS2,5,926,1156.7,347.01,,,
504,0.8,Premium,4,F,SI2,2,2371,3001.8,900.54,,,
505,0.71,Ideal,5,E,VS2,5,3247,3764.73,1129.419,,,
506,0.7,Good,2,I,VVS2,6,2394,3660.3,1098.09,,,
507,1.11,Very Good,3,H,VS2,5,5450,6813.73,2044.119,,,
508,0.7,Very Good,3,D,SI2,2,2337,2002.4,600.72,,,
509,0.42,Very Good,3,D,SI1,3,756,100.76,30.228,,,
510,0.36,Ideal,5,G,VS1,4,949,366.18,109.854,,,
511,0.38,Very Good,3,F,VS1,4,988,218.24,65.472,,,
512,1.02,Premium,4,F,VS1,4,7389,5760.66,1728.198,,,
513,0.5,Ideal,5,D,VS1,4,2025,1544,463.2,,,
514,1.07,Ideal,5,F,VS2,5,8640,6793.41,2038.023,,,
515,1.52,Premium,4,I,SI1,3,8631,9513.16,2853.948,,,
516,0.7,Very Good,3,E,SI1,3,2575,2456.4,736.92,,,
517,1,Fair,1,D,SI1,3,5096,4664.1,1399.23,,,
518,1.71,Very Good,3,F,VS2,5,17052,11861.53,3558.459,,,
519,0.51,Premium,4,G,VS2,5,1343,1924.03,577.209,,,
520,0.3,Premium,4,F,VVS2,6,882,611.3,183.39,,,
521,0.6,Premium,4,E,SI1,3,1625,1773.2,531.96,,,
522,1,Premium,4,D,VS2,5,6303,6046.4,1813.92,,,
523,0.9,Premium,4,I,VS2,5,3398,5205.1,1561.53,,,
524,0.7,Ideal,5,F,SI2,2,2171,2318.6,695.58,,,
525,0.52,Good,2,F,SI1,3,1244,783.96,235.188,,,
526,1.23,Good,2,D,I1,1,3977,5849.19,1754.757,,,
527,1.01,Good,2,G,SI2,2,4185,4452.33,1335.699,,,
528,0.52,Ideal,5,I,VVS1,7,1454,3074.26,922.278,,,
529,0.38,Premium,4,H,VVS2,6,1069,1284.34,385.302,,,
530,2.01,Premium,4,H,SI1,3,16733,13635.53,4090.659,,,
531,0.81,Fair,1,F,SI2,2,2031,2611.63,783.489,,,
532,0.55,Ideal,5,D,VS2,5,1768,2418.65,725.595,,,
533,0.36,Premium,4,J,SI1,3,410,-245.92,-73.776,,,
534,1.51,Very Good,3,I,SI1,3,8637,9270.93,2781.279,,,
535,0.43,Very Good,3,E,VS1,4,890,638.89,191.667,,,
536,2.5,Fair,1,G,I1,1,7854,16375.6,4912.68,,,
537,1.5,Very Good,3,G,VVS2,6,12798,10548.8,3164.64,,,
538,1.51,Ideal,5,G,VS2,5,10553,10495.13,3148.539,,,
539,0.34,Good,2,E,SI1,3,641,-730.38,-219.114,,,
540,0.79,Premium,4,H,SI1,3,2275,3371.67,1011.501,,,
541,1.07,Ideal,5,G,VS2,5,6040,6793.41,2038.023,,,
542,1.05,Premium,4,F,SI2,2,4363,5105.05,1531.515,,,
543,0.59,Very Good,3,H,SI2,2,1254,1076.97,323.091,,,
544,0.72,Premium,4,E,VS2,5,3078,3690.76,1107.228,,,
545,0.93,Ideal,5,F,SI2,2,3941,4253.59,1276.077,,,
546,0.71,Ideal,5,D,VS2,5,4029,3764.73,1129.419,,,
547,0.3,Very Good,3,G,VVS2,6,684,453.2,135.96,,,
548,0.58,Ideal,5,G,VS2,5,1641,2671.04,801.312,,,
549,0.74,Ideal,5,I,VS1,4,2631,3563.12,1068.936,,,
550,0.56,Ideal,5,H,SI1,3,1270,1594.78,478.434,,,
551,0.4,Ideal,5,F,SI2,2,677,-205.3,-61.59,,,
552,0.96,Fair,1,H,I1,1,1705,3419.58,1025.874,,,
553,0.32,Ideal,5,G,VS1,4,828,29.66,8.898,,,
554,0.34,Ideal,5,H,VS1,4,615,197.92,59.376,,,
555,0.45,Ideal,5,J,VS2,5,672,1577.35,473.205,,,
556,1.01,Premium,4,H,SI2,2,4242,4768.53,1430.559,,,
557,1.5,Premium,4,F,VS2,5,14486,10252.9,3075.87,,,
558,0.35,Ideal,5,H,IF,8,984,2098.05,629.415,,,
559,1.5,Good,2,J,VVS2,6,8276,10390.7,3117.21,,,
560,0.41,Ideal,5,E,SI2,2,818,-121.17,-36.351,,,
561,1.24,Premium,4,D,VS2,5,9738,8065.52,2419.656,,,
562,0.71,Ideal,5,J,SI1,3,1713,2856.73,857.019,,,
563,0.4,Ideal,5,F,VVS1,7,1128,2064.7,619.41,,,
564,0.26,Ideal,5,H,VS1,4,482,-475.12,-142.536,,,
565,0.29,Very Good,3,G,VS2,5,471,-84.93,-25.479,,,
566,1.28,Premium,4,H,SI1,3,6595,7494.04,2248.212,,,
567,2.3,Ideal,5,I,SI2,2,16181,15779.4,4733.82,,,
568,1.04,Very Good,3,I,SI1,3,4190,5316.82,1595.046,,,
569,0.5,Ideal,5,I,SI1,3,982,1090,327,,,
570,1.39,Ideal,5,F,SI2,2,5021,8123.57,2437.071,,,
571,0.51,Ideal,5,E,SI1,3,1546,1174.13,352.239,,,
572,0.36,Ideal,5,F,VS1,4,789,366.18,109.854,,,
573,0.31,Premium,4,D,SI1,3,732,-666.57,-199.971,,,
574,0.31,Ideal,5,G,VVS1,7,789,1307.53,392.259,,,
575,1,Very Good,3,F,SI2,2,4255,4526.3,1357.89,,,
576,1.01,Premium,4,E,SI1,3,5599,5222.53,1566.759,,,
577,0.9,Very Good,3,F,SI1,3,4119,4139,1241.7,,,
578,1.02,Good,2,H,SI2,2,3427,4536.46,1360.938,,,
579,1.01,Premium,4,H,SI2,2,4242,4768.53,1430.559,,,
580,1.51,Good,2,H,VS1,4,10819,9566.83,2870.049,,,
581,0.41,Good,2,I,VVS2,6,827,1220.53,366.159,,,
582,0.42,Ideal,5,F,VVS2,6,1221,1778.96,533.688,,,
583,1.21,Premium,4,J,VVS2,6,5431,8267.13,2480.139,,,
584,0.25,Very Good,3,F,VVS2,6,575,32.55,9.765,,,
585,0.5,Fair,1,G,I1,1,701,-450.4,-135.12,,,
586,1.3,Ideal,5,F,VVS2,6,12734,9182.4,2754.72,,,
587,0.39,Ideal,5,I,VVS2,6,849,1526.57,457.971,,,
588,0.4,Ideal,5,F,VS2,5,842,1156.7,347.01,,,
589,0.57,Premium,4,D,SI2,2,1012,1066.81,320.043,,,
590,1.2,Premium,4,E,SI2,2,5268,6367,1910.1,,,
591,0.5,Fair,1,H,VS2,5,1122,1365.6,409.68,,,
592,0.71,Very Good,3,I,VVS2,6,2586,3902.53,1170.759,,,
593,0.54,Ideal,5,E,VS2,5,1695,2334.52,700.356,,,
594,2.25,Very Good,3,H,SI2,2,14775,15042.55,4512.765,,,
595,0.73,Very Good,3,F,VS2,5,2503,3616.79,1085.037,,,
596,0.4,Premium,4,G,VS1,4,1125,544.6,163.38,,,
597,1.51,Premium,4,G,VS2,5,16091,10337.03,3101.109,,,
598,0.41,Very Good,3,D,VS2,5,1007,924.63,277.389,,,
599,2.02,Ideal,5,G,VS2,5,18077,14785.76,4435.728,,,
600,0.9,Very Good,3,H,VS2,5,4258,5047,1514.1,,,
601,0.66,Ideal,5,D,VVS2,6,3103,3798.08,1139.424,,,
602,0.56,Ideal,5,H,VVS1,7,1941,3410.78,1023.234,,,
603,0.38,Ideal,5,E,VS1,4,1133,534.44,160.332,,,
604,2.08,Ideal,5,H,SI2,2,15065,13928.54,4178.562,,,
605,0.35,Ideal,5,E,VS2,5,984,736.05,220.815,,,
606,0.34,Ideal,5,H,VS2,5,689,651.92,195.576,,,
607,0.9,Very Good,3,F,VS2,5,4617,5047,1514.1,,,
608,2.01,Premium,4,I,SI1,3,11646,13635.53,4090.659,,,
609,1.2,Very Good,3,H,SI2,2,5280,6208.9,1862.67,,,
610,0.4,Good,2,J,VS1,4,589,228.4,68.52,,,
611,1.23,Ideal,5,H,SI2,2,5951,6777.49,2033.247,,,
612,0.57,Ideal,5,F,VVS2,6,2402,3040.91,912.273,,,
613,1.13,Ideal,5,E,VVS2,6,11387,7752.19,2325.657,,,
614,0.34,Very Good,3,I,SI1,3,459,-572.28,-171.684,,,
615,1.51,Premium,4,J,VS2,5,7357,10337.03,3101.109,,,
616,1.34,Ideal,5,D,SI1,3,8930,8156.92,2447.076,,,
617,0.9,Very Good,3,I,SI2,2,3057,3685,1105.5,,,
618,1.2,Good,2,D,VS2,5,8521,7412.8,2223.84,,,
619,1.02,Premium,4,H,SI1,3,4558,5306.66,1591.998,,,
620,0.31,Premium,4,H,VS1,4,698,-212.57,-63.771,,,
621,0.38,Ideal,5,G,VVS1,7,973,1896.44,568.932,,,
622,1.21,Ideal,5,G,VS1,4,8616,7517.23,2255.169,,,
623,0.3,Ideal,5,I,SI1,3,422,-592.6,-177.78,,,
624,0.83,Ideal,5,F,SI1,3,3290,3866.29,1159.887,,,
625,0.32,Premium,4,G,VS1,4,828,-128.44,-38.532,,,
626,0.44,Premium,4,F,VS1,4,1155,881.12,264.336,,,
627,0.52,Very Good,3,J,VS2,5,1141,1850.06,555.018,,,
628,0.26,Very Good,3,E,VVS1,7,657,570.68,171.204,,,
629,1.5,Very Good,3,H,VS1,4,10584,9640.8,2892.24,,,
630,1.06,Ideal,5,E,VS2,5,7788,6709.28,2012.784,,,
631,0.9,Very Good,3,H,VS1,4,4234,4593,1377.9,,,
632,0.37,Very Good,3,F,VS2,5,696,588.11,176.433,,,
633,0.3,Very Good,3,H,VS1,4,526,-454.8,-136.44,,,
634,0.36,Ideal,5,F,VVS2,6,828,1274.18,382.254,,,
635,0.31,Good,2,E,SI1,3,698,-982.77,-294.831,,,
636,0.7,Ideal,5,E,SI1,3,2745,2772.6,831.78,,,
637,2.02,Premium,4,H,SI2,2,15996,13265.66,3979.698,,,
638,0.45,Very Good,3,G,VVS1,7,1263,2169.15,650.745,,,
639,0.39,Premium,4,J,VVS1,7,921,1822.47,546.741,,,
640,1.31,Premium,4,G,VS2,5,8979,8654.43,2596.329,,,
641,1.06,Premium,4,G,VVS2,6,7627,7005.18,2101.554,,,
642,0.5,Ideal,5,D,VVS2,6,2376,2452,735.6,,,
643,1.01,Premium,4,G,SI1,3,4338,5222.53,1566.759,,,
644,0.6,Very Good,3,E,SI2,2,1250,1161.1,348.33,,,
645,0.32,Ideal,5,E,VVS2,6,843,937.66,281.298,,,
646,1.72,Very Good,3,E,SI2,2,11638,10583.66,3175.098,,,
647,0.53,Ideal,5,D,SI1,3,1753,1342.39,402.717,,,
648,1,Very Good,3,H,SI1,3,4702,4980.3,1494.09,,,
649,1.01,Premium,4,H,SI1,3,4707,5222.53,1566.759,,,
650,0.91,Very Good,3,I,VS2,5,3994,5131.13,1539.339,,,
651,0.57,Very Good,3,I,SI1,3,1180,1362.71,408.813,,,
652,1.25,Premium,4,H,VS1,4,7560,7695.65,2308.695,,,
653,1.2,Premium,4,G,VVS2,6,9475,8183,2454.9,,,
654,1.5,Ideal,5,G,VS2,5,13135,10411,3123.3,,,
655,1.03,Premium,4,G,VS1,4,6659,5844.79,1753.437,,,
656,0.42,Premium,4,E,SI1,3,992,258.86,77.658,,,
657,0.7,Premium,4,H,SI2,2,2184,2160.5,648.15,,,
658,1.01,Premium,4,D,SI1,3,5543,5222.53,1566.759,,,
659,1,Premium,4,G,VS2,5,6048,6046.4,1813.92,,,
660,0.32,Ideal,5,E,VVS1,7,892,1391.66,417.498,,,
661,1.07,Ideal,5,F,SI2,2,5405,5431.41,1629.423,,,
662,0.52,Premium,4,G,VS2,5,1577,2008.16,602.448,,,
663,0.31,Ideal,5,H,SI1,3,464,-508.47,-152.541,,,
664,2.02,Premium,4,I,SI2,2,13117,13265.66,3979.698,,,
665,0.7,Premium,4,D,SI1,3,2782,2614.5,784.35,,,
666,0.41,Premium,4,G,VVS2,6,1076,1536.73,461.019,,,
667,1.71,Good,2,E,SI1,3,12224,10795.43,3238.629,,,
668,0.94,Premium,4,E,SI2,2,3758,4179.62,1253.886,,,
669,0.58,Premium,4,E,SI1,3,1949,1604.94,481.482,,,
670,0.81,Ideal,5,H,SI1,3,3514,3698.03,1109.409,,,
671,0.31,Ideal,5,D,SI1,3,548,-508.47,-152.541,,,
672,2.11,Premium,4,J,SI2,2,12554,14022.83,4206.849,,,
673,1.1,Very Good,3,F,I1,1,3678,4913.6,1474.08,,,
674,1.51,Very Good,3,G,SI2,2,7154,8816.93,2645.079,,,
675,1.01,Ideal,5,F,VVS2,6,8688,6742.63,2022.789,,,
676,0.4,Ideal,5,I,VS2,5,727,1156.7,347.01,,,
677,0.31,Ideal,5,F,SI1,3,490,-508.47,-152.541,,,
678,1.51,Good,2,I,VS1,4,8975,9566.83,2870.049,,,
679,0.35,Ideal,5,D,SI1,3,827,-171.95,-51.585,,,
680,1.09,Good,2,D,VS1,4,7493,6033.37,1810.011,,,
681,1.01,Very Good,3,D,VVS2,6,10800,6426.43,1927.929,,,
682,0.72,Premium,4,J,VS2,5,1944,3690.76,1107.228,,,
683,1.06,Ideal,5,I,SI2,2,4270,5347.28,1604.184,,,
684,1.04,Fair,1,E,SI2,2,4566,4546.62,1363.986,,,
685,0.31,Ideal,5,H,VS2,5,646,399.53,119.859,,,
686,0.3,Very Good,3,I,VVS1,7,709,907.2,272.16,,,
687,0.3,Very Good,3,H,SI1,3,421,-908.8,-272.64,,,
688,0.41,Ideal,5,F,VS1,4,1007,786.83,236.049,,,
689,0.4,Ideal,5,G,SI1,3,873,248.7,74.61,,,
690,1.52,Very Good,3,J,VS2,5,7109,10263.06,3078.918,,,
691,1.38,Ideal,5,J,SI2,2,5765,8039.44,2411.832,,,
692,0.71,Ideal,5,H,VVS2,6,2594,4218.73,1265.619,,,
693,0.32,Premium,4,G,VS2,5,672,325.56,97.668,,,
694,0.5,Premium,4,E,SI1,3,1410,931.9,279.57,,,
695,0.41,Ideal,5,F,VS2,5,1107,1240.83,372.249,,,
696,0.52,Ideal,5,E,SI1,3,1555,1258.26,377.478,,,
697,0.44,Ideal,5,G,VVS1,7,1160,2401.22,720.366,,,
698,0.53,Good,2,J,VS2,5,1023,1776.09,532.827,,,
699,0.33,Ideal,5,H,VVS1,7,730,1475.79,442.737,,,
700,0.54,Ideal,5,E,SI2,2,1340,972.52,291.756,,,
701,1.7,Premium,4,J,SI2,2,7650,10573.5,3172.05,,,
702,1.1,Ideal,5,H,SI1,3,5636,6137.8,1841.34,,,
703,0.54,Premium,4,H,VS1,4,1637,1722.42,516.726,,,
704,0.4,Ideal,5,I,VVS2,6,758,1610.7,483.21,,,
705,0.31,Ideal,5,G,VS2,5,562,399.53,119.859,,,
706,1.12,Premium,4,G,VVS1,7,8561,7963.96,2389.188,,,
707,1.2,Premium,4,F,SI1,3,6250,6821,2046.3,,,
708,0.72,Ideal,5,G,SI1,3,2385,2940.86,882.258,,,
709,2,Good,2,I,SI2,2,11400,12781.2,3834.36,,,
710,1.23,Ideal,5,F,SI2,2,5894,6777.49,2033.247,,,
711,0.5,Premium,4,D,VS2,5,1752,1839.9,551.97,,,
712,1,Premium,4,G,VS2,5,5242,6046.4,1813.92,,,
713,1.02,Ideal,5,H,SI2,2,4207,5010.76,1503.228,,,
714,0.33,Ideal,5,E,VVS2,6,917,1021.79,306.537,,,
715,0.56,Very Good,3,E,VS2,5,1770,2186.58,655.974,,,
716,0.26,Very Good,3,H,VVS2,6,565,116.68,35.004,,,
717,1.37,Premium,4,J,SI2,2,5156,7797.21,2339.163,,,
718,0.5,Ideal,5,E,SI2,2,1154,636,190.8,,,
719,0.74,Ideal,5,H,SI2,2,2289,2655.12,796.536,,,
720,1.72,Ideal,5,G,SI2,2,10268,10899.86,3269.958,,,
721,1.7,Very Good,3,E,SI2,2,12030,10415.4,3124.62,,,
722,2.05,Fair,1,I,VS1,4,17408,13951.75,4185.525,,,
723,1.52,Ideal,5,H,VS1,4,11154,10125.26,3037.578,,,
724,0.41,Ideal,5,J,VS2,5,613,1240.83,372.249,,,
725,1.06,Premium,4,D,SI2,2,4903,5189.18,1556.754,,,
726,1.5,Fair,1,E,SI2,2,6922,8416.6,2524.98,,,
727,1.51,Good,2,J,VS2,5,7062,10020.83,3006.249,,,
728,2.39,Premium,4,I,VS1,4,17642,17286.47,5185.941,,,
729,1.53,Very Good,3,H,VS2,5,11557,10347.19,3104.157,,,
730,0.5,Very Good,3,E,SI2,2,1154,319.8,95.94,,,
731,0.72,Premium,4,F,SI1,3,2030,2782.76,834.828,,,
732,0.7,Fair,1,F,VS2,5,2762,3048.2,914.46,,,
733,1.03,Very Good,3,E,SI2,2,4668,4778.69,1433.607,,,
734,0.82,Very Good,3,E,SI2,2,2975,3011.96,903.588,,,
735,0.41,Ideal,5,E,VVS1,7,1367,2148.83,644.649,,,
736,1.01,Good,2,E,VS1,4,6509,5360.33,1608.099,,,
737,0.32,Good,2,E,SI1,3,524,-898.64,-269.592,,,
738,0.4,Premium,4,E,SI1,3,882,90.6,27.18,,,
739,0.5,Ideal,5,F,SI2,2,1079,636,190.8,,,
740,2,Very Good,3,J,VS1,4,13203,13847.3,4154.19,,,
741,1.72,Premium,4,F,SI1,3,14892,11195.76,3358.728,,,
742,0.71,Premium,4,H,SI1,3,2207,2698.63,809.589,,,
743,0.33,Ideal,5,G,VS1,4,666,113.79,34.137,,,
744,0.53,Ideal,5,D,VS2,5,1783,2250.39,675.117,,,
745,0.38,Very Good,3,F,VS2,5,752,672.24,201.672,,,
746,0.56,Ideal,5,H,VS1,4,1616,2048.78,614.634,,,
747,0.34,Ideal,5,F,VVS1,7,935,1559.92,467.976,,,
748,0.21,Premium,4,E,SI1,3,326,-1507.87,-452.361,,,
749,1.02,Fair,1,E,VS2,5,5350,5740.36,1722.108,,,
750,0.53,Premium,4,G,VS2,5,1335,2092.29,627.687,,,
751,0.92,Premium,4,F,SI1,3,3967,4465.36,1339.608,,,
752,0.35,Premium,4,E,VS1,4,921,123.95,37.185,,,
753,0.63,Very Good,3,H,VVS2,6,1932,3229.49,968.847,,,
754,1.01,Very Good,3,H,SI1,3,4642,5064.43,1519.329,,,
755,0.56,Premium,4,D,SI1,3,1865,1436.68,431.004,,,
756,1.15,Very Good,3,G,VS2,5,7175,7150.25,2145.075,,,
757,0.33,Very Good,3,D,SI2,2,492,-1110.41,-333.123,,,
758,1,Fair,1,G,SI1,3,4295,4664.1,1399.23,,,
759,0.71,Very Good,3,E,SI2,2,2375,2086.53,625.959,,,
760,0.71,Very Good,3,F,SI2,2,2147,2086.53,625.959,,,
761,0.56,Ideal,5,D,VS2,5,2066,2502.78,750.834,,,
762,0.35,Ideal,5,H,VVS1,7,1024,1644.05,493.215,,,
763,0.3,Very Good,3,G,VVS1,7,635,907.2,272.16,,,
764,0.39,Very Good,3,E,SI2,2,650,-605.63,-181.689,,,
765,1.73,Very Good,3,G,VS2,5,16807,12029.79,3608.937,,,
766,0.28,Ideal,5,E,VVS2,6,828,601.14,180.342,,,
767,0.38,Ideal,5,J,SI1,3,525,80.44,24.132,,,
768,0.7,Ideal,5,G,VS1,4,3206,3226.6,967.98,,,
769,0.3,Ideal,5,E,VS2,5,844,315.4,94.62,,,
770,2.09,Very Good,3,F,SI2,2,18509,13696.47,4108.941,,,
771,0.36,Ideal,5,E,VS2,5,1013,820.18,246.054,,,
772,1.22,Premium,4,I,SI1,3,5368,6989.26,2096.778,,,
773,0.54,Premium,4,F,VS2,5,1786,2176.42,652.926,,,
774,0.31,Ideal,5,F,VS2,5,591,399.53,119.859,,,
775,1.21,Good,2,E,VS2,5,9176,7496.93,2249.079,,,
776,1.55,Ideal,5,F,VS2,5,14185,10831.65,3249.495,,,
