id,carat,cut,cut_ord,color,clarity,clarity_ord,retail_price,company_price,retail_price_if_1_carat_more,diff_btwn_carats,carat_squared,,Linear Regression model - provides an equation to use to predict the prices.,,,,,,,"1.    According to the model, if a diamond is 1 carat heavier than another with the same cut, how much more should I expect to pay? Why?"
58,0.31,Ideal,5,H,IF,8,1761.53,528.459,10174.53,8413,-830.0284384,,,,,,,,,
116,0.31,Premium,4,J,VS2,5,241.43,72.429,8654.43,8413,-2350.128438,,,,,,,,,
144,0.31,Ideal,5,E,VVS1,7,1307.53,392.259,9720.53,8413,-1284.028438,,,,,,,,,
181,0.31,Ideal,5,H,VVS1,7,1307.53,392.259,9720.53,8413,-1284.028438,,,,,,,,,
183,0.31,Ideal,5,I,VS1,4,-54.47,-16.341,8358.53,8413,-2646.028438,,,,,,,,,
193,0.31,Ideal,5,G,VS1,4,-54.47,-16.341,8358.53,8413,-2646.028438,,,,,,,,,
194,0.31,Premium,4,I,VVS1,7,1149.43,344.829,9562.43,8413,-1442.128438,,,,,,,,,
224,0.31,Ideal,5,F,VS2,5,399.53,119.859,8812.53,8413,-2192.028438,,,,,,,,,
231,0.31,Ideal,5,D,SI1,3,-508.47,-152.541,7904.53,8413,-3100.028438,,,,,,,,,
295,0.31,Premium,4,G,VVS1,7,1149.43,344.829,9562.43,8413,-1442.128438,,,,,,,,,
313,0.31,Ideal,5,F,IF,8,1761.53,528.459,10174.53,8413,-830.0284384,,,,,,,,,
330,0.31,Ideal,5,H,VVS2,6,853.53,256.059,9266.53,8413,-1738.028438,,,,,,,,,
367,0.31,Ideal,5,H,VVS2,6,853.53,256.059,9266.53,8413,-1738.028438,,,,,,,,,
371,0.31,Premium,4,E,VVS2,6,695.43,208.629,9108.43,8413,-1896.128438,,,,,,,,,
439,0.31,Ideal,5,F,VVS2,6,853.53,256.059,9266.53,8413,-1738.028438,,,,,,,,,
444,0.31,Ideal,5,E,IF,8,1761.53,528.459,10174.53,8413,-830.0284384,,,,,,,,,
448,0.31,Ideal,5,F,VS2,5,399.53,119.859,8812.53,8413,-2192.028438,,,,,,,,,
461,0.31,Premium,4,G,VS2,5,241.43,72.429,8654.43,8413,-2350.128438,,,,,,,,,
482,0.31,Ideal,5,D,VVS2,6,853.53,256.059,9266.53,8413,-1738.028438,,,,,,,,,
494,0.31,Ideal,5,G,VVS1,7,1307.53,392.259,9720.53,8413,-1284.028438,,,,,,,,,
514,0.31,Good,2,D,SI2,2,-1436.77,-431.031,6976.23,8413,-4028.328438,,,,,,,,,
532,0.31,Ideal,5,H,IF,8,1761.53,528.459,10174.53,8413,-830.0284384,,,,,,,,,
541,0.31,Ideal,5,G,VVS1,7,1307.53,392.259,9720.53,8413,-1284.028438,,,,,,,,,
573,0.31,Very Good,3,J,VS2,5,83.33,24.999,8496.33,8413,-2508.228438,,,,,,,,,
578,0.31,Ideal,5,F,VS2,5,399.53,119.859,8812.53,8413,-2192.028438,,,,,,,,,
640,0.31,Ideal,5,F,IF,8,1761.53,528.459,10174.53,8413,-830.0284384,,,,,,,,,
651,0.31,Ideal,5,H,VS1,4,-54.47,-16.341,8358.53,8413,-2646.028438,,,,,,,,,
660,0.31,Ideal,5,F,SI1,3,-508.47,-152.541,7904.53,8413,-3100.028438,,,,,,,,,
665,0.31,Ideal,5,F,VVS1,7,1307.53,392.259,9720.53,8413,-1284.028438,,,,,,,,,
689,0.31,Premium,4,G,SI1,3,-666.57,-199.971,7746.43,8413,-3258.128438,,,,,,,,,
721,0.31,Very Good,3,F,SI1,3,-824.67,-247.401,7588.33,8413,-3416.228438,,,,,,,,,
775,0.31,Very Good,3,E,VS2,5,83.33,24.999,8496.33,8413,-2508.228438,,,,,,,,,
799,0.31,Ideal,5,D,SI2,2,-962.47,-288.741,7450.53,8413,-3554.028438,,,,,,,,,
838,0.31,Ideal,5,D,VS2,5,399.53,119.859,8812.53,8413,-2192.028438,,,,,,,,,
858,0.31,Ideal,5,E,VS1,4,-54.47,-16.341,8358.53,8413,-2646.028438,,,,,,,,,
862,0.31,Ideal,5,F,IF,8,1761.53,528.459,10174.53,8413,-830.0284384,,,,,,,,,
864,0.31,Very Good,3,H,VVS2,6,537.33,161.199,8950.33,8413,-2054.228438,,,,,,,,,
868,0.31,Premium,4,J,SI1,3,-666.57,-199.971,7746.43,8413,-3258.128438,,,,,,,,,
900,0.31,Ideal,5,E,VVS2,6,853.53,256.059,9266.53,8413,-1738.028438,,,,,,,,,
923,0.31,Ideal,5,E,VVS2,6,853.53,256.059,9266.53,8413,-1738.028438,,,,,,,,,
978,0.31,Ideal,5,D,VS2,5,399.53,119.859,8812.53,8413,-2192.028438,,,,,,,,,
985,0.31,Ideal,5,F,IF,8,1761.53,528.459,10174.53,8413,-830.0284384,,,,,,,,,
1002,0.31,Ideal,5,H,VS2,5,399.53,119.859,8812.53,8413,-2192.028438,,,,,,,,,
1030,0.31,Premium,4,G,VS2,5,241.43,72.429,8654.43,8413,-2350.128438,,,,,,,,,
1045,0.31,Very Good,3,G,VS1,4,-370.67,-111.201,8042.33,8413,-2962.228438,,,,,,,,,
1083,0.31,Very Good,3,H,VS1,4,-370.67,-111.201,8042.33,8413,-2962.228438,,,,,,,,,
1094,0.31,Ideal,5,D,VS2,5,399.53,119.859,8812.53,8413,-2192.028438,,,,,,,,,
1138,0.31,Premium,4,F,I1,1,-1574.57,-472.371,6838.43,8413,-4166.128438,,,,,,,,,
1182,0.31,Premium,4,F,VVS1,7,1149.43,344.829,9562.43,8413,-1442.128438,,,,,,,,,
1183,0.31,Good,2,E,SI1,3,-982.77,-294.831,7430.23,8413,-3574.328438,,,,,,,,,
1192,0.31,Good,2,I,VS1,4,-528.77,-158.631,7884.23,8413,-3120.328438,,,,,,,,,
1215,0.31,Premium,4,G,VS2,5,241.43,72.429,8654.43,8413,-2350.128438,,,,,,,,,
1242,0.31,Premium,4,E,SI1,3,-666.57,-199.971,7746.43,8413,-3258.128438,,,,,,,,,
1264,0.31,Ideal,5,G,IF,8,1761.53,528.459,10174.53,8413,-830.0284384,,,,,,,,,
1284,0.31,Ideal,5,G,VVS1,7,1307.53,392.259,9720.53,8413,-1284.028438,,,,,,,,,
1303,0.31,Premium,4,H,SI1,3,-666.57,-199.971,7746.43,8413,-3258.128438,,,,,,,,,
1312,0.31,Ideal,5,G,VS2,5,399.53,119.859,8812.53,8413,-2192.028438,,,,,,,,,
1357,0.31,Premium,4,J,VS2,5,241.43,72.429,8654.43,8413,-2350.128438,,,,,,,,,
1361,0.31,Premium,4,E,VS2,5,241.43,72.429,8654.43,8413,-2350.128438,,,,,,,,,
1377,0.31,Ideal,5,H,SI1,3,-508.47,-152.541,7904.53,8413,-3100.028438,,,,,,,,,
1378,0.31,Ideal,5,E,VS1,4,-54.47,-16.341,8358.53,8413,-2646.028438,,,,,,,,,
1385,0.31,Premium,4,H,SI1,3,-666.57,-199.971,7746.43,8413,-3258.128438,,,,,,,,,
1399,0.31,Ideal,5,D,VS2,5,399.53,119.859,8812.53,8413,-2192.028438,,,,,,,,,
1430,0.31,Ideal,5,I,VVS1,7,1307.53,392.259,9720.53,8413,-1284.028438,,,,,,,,,
1472,0.31,Ideal,5,D,SI1,3,-508.47,-152.541,7904.53,8413,-3100.028438,,,,,,,,,
1540,0.31,Fair,1,G,VS1,4,-686.87,-206.061,7726.13,8413,-3278.428438,,,,,,,,,
1550,0.31,Premium,4,E,SI2,2,-1120.57,-336.171,7292.43,8413,-3712.128438,,,,,,,,,
1557,0.31,Ideal,5,G,VVS2,6,853.53,256.059,9266.53,8413,-1738.028438,,,,,,,,,
1565,0.31,Very Good,3,I,VVS1,7,991.33,297.399,9404.33,8413,-1600.228438,,,,,,,,,
1623,0.31,Ideal,5,G,VVS1,7,1307.53,392.259,9720.53,8413,-1284.028438,,,,,,,,,
1768,0.31,Ideal,5,G,VVS1,7,1307.53,392.259,9720.53,8413,-1284.028438,,,,,,,,,
1801,0.31,Ideal,5,D,VS2,5,399.53,119.859,8812.53,8413,-2192.028438,,,,,,,,,
1825,0.31,Ideal,5,I,SI1,3,-508.47,-152.541,7904.53,8413,-3100.028438,,,,,,,,,
1827,0.31,Very Good,3,H,VS2,5,83.33,24.999,8496.33,8413,-2508.228438,,,,,,,,,
1838,0.31,Ideal,5,F,IF,8,1761.53,528.459,10174.53,8413,-830.0284384,,,,,,,,,
1853,0.31,Ideal,5,E,VS2,5,399.53,119.859,8812.53,8413,-2192.028438,,,,,,,,,
1876,0.31,Ideal,5,F,VVS1,7,1307.53,392.259,9720.53,8413,-1284.028438,,,,,,,,,
1893,0.31,Ideal,5,E,VVS1,7,1307.53,392.259,9720.53,8413,-1284.028438,,,,,,,,,
1927,0.31,Ideal,5,H,VS1,4,-54.47,-16.341,8358.53,8413,-2646.028438,,,,,,,,,
1951,0.31,Ideal,5,F,VS2,5,399.53,119.859,8812.53,8413,-2192.028438,,,,,,,,,
1977,0.31,Ideal,5,E,VS2,5,399.53,119.859,8812.53,8413,-2192.028438,,,,,,,,,
1979,0.31,Premium,4,H,VVS2,6,695.43,208.629,9108.43,8413,-1896.128438,,,,,,,,,
1997,0.31,Ideal,5,E,VS1,4,-54.47,-16.341,8358.53,8413,-2646.028438,,,,,,,,,
2003,0.31,Good,2,F,SI1,3,-982.77,-294.831,7430.23,8413,-3574.328438,,,,,,,,,
2005,0.31,Good,2,F,VVS2,6,379.23,113.769,8792.23,8413,-2212.328438,,,,,,,,,
2010,0.31,Ideal,5,G,VVS1,7,1307.53,392.259,9720.53,8413,-1284.028438,,,,,,,,,
2016,0.31,Very Good,3,G,SI1,3,-824.67,-247.401,7588.33,8413,-3416.228438,,,,,,,,,
2019,0.31,Ideal,5,F,IF,8,1761.53,528.459,10174.53,8413,-830.0284384,,,,,,,,,
2057,0.31,Good,2,G,SI1,3,-982.77,-294.831,7430.23,8413,-3574.328438,,,,,,,,,
2080,0.31,Ideal,5,E,VS2,5,399.53,119.859,8812.53,8413,-2192.028438,,,,,,,,,
2104,0.31,Very Good,3,G,VVS1,7,991.33,297.399,9404.33,8413,-1600.228438,,,,,,,,,
2119,0.31,Ideal,5,G,VVS1,7,1307.53,392.259,9720.53,8413,-1284.028438,,,,,,,,,
2134,0.31,Ideal,5,F,VVS2,6,853.53,256.059,9266.53,8413,-1738.028438,,,,,,,,,
2155,0.31,Ideal,5,F,IF,8,1761.53,528.459,10174.53,8413,-830.0284384,,,,,,,,,
2169,0.31,Very Good,3,I,VVS2,6,537.33,161.199,8950.33,8413,-2054.228438,,,,,,,,,
2170,0.31,Ideal,5,D,VVS2,6,853.53,256.059,9266.53,8413,-1738.028438,,,,,,,,,
2176,0.31,Premium,4,H,IF,8,1603.43,481.029,10016.43,8413,-988.1284384,,,,,,,,,
2185,0.31,Premium,4,E,IF,8,1603.43,481.029,10016.43,8413,-988.1284384,,,,,,,,,
2199,0.31,Ideal,5,D,VS2,5,399.53,119.859,8812.53,8413,-2192.028438,,,,,,,,,
2208,0.31,Ideal,5,E,VS2,5,399.53,119.859,8812.53,8413,-2192.028438,,,,,,,,,
2213,0.31,Good,2,H,VS2,5,-74.77,-22.431,8338.23,8413,-2666.328438,,,,,,,,,
2226,0.31,Premium,4,G,VS2,5,241.43,72.429,8654.43,8413,-2350.128438,,,,,,,,,
2245,0.31,Premium,4,G,VVS2,6,695.43,208.629,9108.43,8413,-1896.128438,,,,,,,,,
2255,0.31,Premium,4,E,VS1,4,-212.57,-63.771,8200.43,8413,-2804.128438,,,,,,,,,
2271,0.31,Very Good,3,G,VVS1,7,991.33,297.399,9404.33,8413,-1600.228438,,,,,,,,,
2286,0.31,Ideal,5,I,VVS1,7,1307.53,392.259,9720.53,8413,-1284.028438,,,,,,,,,
2289,0.31,Ideal,5,I,VS2,5,399.53,119.859,8812.53,8413,-2192.028438,,,,,,,,,
2301,0.31,Premium,4,I,VVS2,6,695.43,208.629,9108.43,8413,-1896.128438,,,,,,,,,
2349,0.31,Ideal,5,E,IF,8,1761.53,528.459,10174.53,8413,-830.0284384,,,,,,,,,
2360,0.31,Premium,4,G,VVS1,7,1149.43,344.829,9562.43,8413,-1442.128438,,,,,,,,,
2388,0.31,Premium,4,E,VS2,5,241.43,72.429,8654.43,8413,-2350.128438,,,,,,,,,
2389,0.31,Good,2,H,VVS1,7,833.23,249.969,9246.23,8413,-1758.328438,,,,,,,,,
2418,0.31,Premium,4,E,VS2,5,241.43,72.429,8654.43,8413,-2350.128438,,,,,,,,,
2422,0.31,Premium,4,E,VS1,4,-212.57,-63.771,8200.43,8413,-2804.128438,,,,,,,,,
2435,0.31,Very Good,3,G,VVS1,7,991.33,297.399,9404.33,8413,-1600.228438,,,,,,,,,
2485,0.31,Premium,4,G,VVS1,7,1149.43,344.829,9562.43,8413,-1442.128438,,,,,,,,,
2488,0.31,Very Good,3,E,SI1,3,-824.67,-247.401,7588.33,8413,-3416.228438,,,,,,,,,
2516,0.31,Very Good,3,I,SI1,3,-824.67,-247.401,7588.33,8413,-3416.228438,,,,,,,,,
2547,0.31,Very Good,3,G,VS1,4,-370.67,-111.201,8042.33,8413,-2962.228438,,,,,,,,,
2563,0.31,Ideal,5,E,VVS1,7,1307.53,392.259,9720.53,8413,-1284.028438,,,,,,,,,
2598,0.31,Ideal,5,D,SI1,3,-508.47,-152.541,7904.53,8413,-3100.028438,,,,,,,,,
2623,0.31,Ideal,5,H,VS2,5,399.53,119.859,8812.53,8413,-2192.028438,,,,,,,,,
2673,0.31,Premium,4,G,SI1,3,-666.57,-199.971,7746.43,8413,-3258.128438,,,,,,,,,
2675,0.31,Ideal,5,G,SI1,3,-508.47,-152.541,7904.53,8413,-3100.028438,,,,,,,,,
2715,0.31,Ideal,5,F,VS1,4,-54.47,-16.341,8358.53,8413,-2646.028438,,,,,,,,,
2723,0.31,Premium,4,J,VS2,5,241.43,72.429,8654.43,8413,-2350.128438,,,,,,,,,
2734,0.31,Ideal,5,G,SI1,3,-508.47,-152.541,7904.53,8413,-3100.028438,,,,,,,,,
2741,0.31,Good,2,E,VS2,5,-74.77,-22.431,8338.23,8413,-2666.328438,,,,,,,,,
2745,0.31,Premium,4,F,VS2,5,241.43,72.429,8654.43,8413,-2350.128438,,,,,,,,,
2802,0.31,Premium,4,I,SI1,3,-666.57,-199.971,7746.43,8413,-3258.128438,,,,,,,,,
2838,0.31,Ideal,5,G,IF,8,1761.53,528.459,10174.53,8413,-830.0284384,,,,,,,,,
2871,0.31,Ideal,5,E,VS2,5,399.53,119.859,8812.53,8413,-2192.028438,,,,,,,,,
2907,0.31,Ideal,5,E,VS2,5,399.53,119.859,8812.53,8413,-2192.028438,,,,,,,,,
2922,0.31,Ideal,5,H,VVS1,7,1307.53,392.259,9720.53,8413,-1284.028438,,,,,,,,,
2925,0.31,Premium,4,E,VS1,4,-212.57,-63.771,8200.43,8413,-2804.128438,,,,,,,,,
2927,0.31,Ideal,5,F,VVS2,6,853.53,256.059,9266.53,8413,-1738.028438,,,,,,,,,
2948,0.31,Ideal,5,G,IF,8,1761.53,528.459,10174.53,8413,-830.0284384,,,,,,,,,
2958,0.31,Ideal,5,J,VS1,4,-54.47,-16.341,8358.53,8413,-2646.028438,,,,,,,,,
35,0.32,Premium,4,E,VS2,5,325.56,97.668,8738.56,8413,-2348.570475,,,,,,,,,
41,0.32,Premium,4,H,VVS1,7,1233.56,370.068,9646.56,8413,-1440.570475,,,,,,,,,
44,0.32,Premium,4,D,VS2,5,325.56,97.668,8738.56,8413,-2348.570475,,,,,,,,,
200,0.32,Premium,4,F,VVS1,7,1233.56,370.068,9646.56,8413,-1440.570475,,,,,,,,,
202,0.32,Ideal,5,F,IF,8,1845.66,553.698,10258.66,8413,-828.470475,,,,,,,,,
260,0.32,Ideal,5,E,VVS2,6,937.66,281.298,9350.66,8413,-1736.470475,,,,,,,,,
279,0.32,Ideal,5,F,VVS1,7,1391.66,417.498,9804.66,8413,-1282.470475,,,,,,,,,
389,0.32,Premium,4,G,VS1,4,-128.44,-38.532,8284.56,8413,-2802.570475,,,,,,,,,
449,0.32,Very Good,3,F,VS2,5,167.46,50.238,8580.46,8413,-2506.670475,,,,,,,,,
540,0.32,Ideal,5,D,VVS2,6,937.66,281.298,9350.66,8413,-1736.470475,,,,,,,,,
550,0.32,Ideal,5,F,VS1,4,29.66,8.898,8442.66,8413,-2644.470475,,,,,,,,,
694,0.32,Ideal,5,G,SI1,3,-424.34,-127.302,7988.66,8413,-3098.470475,,,,,,,,,
699,0.32,Very Good,3,G,VS1,4,-286.54,-85.962,8126.46,8413,-2960.670475,,,,,,,,,
706,0.32,Ideal,5,E,VS2,5,483.66,145.098,8896.66,8413,-2190.470475,,,,,,,,,
709,0.32,Very Good,3,H,VVS2,6,621.46,186.438,9034.46,8413,-2052.670475,,,,,,,,,
723,0.32,Ideal,5,H,VS2,5,483.66,145.098,8896.66,8413,-2190.470475,,,,,,,,,
767,0.32,Premium,4,H,SI1,3,-582.44,-174.732,7830.56,8413,-3256.570475,,,,,,,,,
769,0.32,Premium,4,F,VS2,5,325.56,97.668,8738.56,8413,-2348.570475,,,,,,,,,
793,0.32,Ideal,5,H,VS2,5,483.66,145.098,8896.66,8413,-2190.470475,,,,,,,,,
866,0.32,Ideal,5,D,VS2,5,483.66,145.098,8896.66,8413,-2190.470475,,,,,,,,,
867,0.32,Ideal,5,G,IF,8,1845.66,553.698,10258.66,8413,-828.470475,,,,,,,,,
942,0.32,Ideal,5,E,VVS2,6,937.66,281.298,9350.66,8413,-1736.470475,,,,,,,,,
955,0.32,Ideal,5,G,VVS1,7,1391.66,417.498,9804.66,8413,-1282.470475,,,,,,,,,
987,0.32,Good,2,E,VS1,4,-444.64,-133.392,7968.36,8413,-3118.770475,,,,,,,,,
1149,0.32,Premium,4,D,VVS1,7,1233.56,370.068,9646.56,8413,-1440.570475,,,,,,,,,
1240,0.32,Premium,4,E,VVS1,7,1233.56,370.068,9646.56,8413,-1440.570475,,,,,,,,,
1257,0.32,Ideal,5,F,VVS1,7,1391.66,417.498,9804.66,8413,-1282.470475,,,,,,,,,
1271,0.32,Premium,4,F,VVS1,7,1233.56,370.068,9646.56,8413,-1440.570475,,,,,,,,,
1288,0.32,Very Good,3,G,SI1,3,-740.54,-222.162,7672.46,8413,-3414.670475,,,,,,,,,
1315,0.32,Ideal,5,G,IF,8,1845.66,553.698,10258.66,8413,-828.470475,,,,,,,,,
1332,0.32,Ideal,5,E,VS2,5,483.66,145.098,8896.66,8413,-2190.470475,,,,,,,,,
1356,0.32,Good,2,F,VS2,5,9.36,2.808,8422.36,8413,-2664.770475,,,,,,,,,
1401,0.32,Very Good,3,H,SI1,3,-740.54,-222.162,7672.46,8413,-3414.670475,,,,,,,,,
1418,0.32,Ideal,5,G,VVS1,7,1391.66,417.498,9804.66,8413,-1282.470475,,,,,,,,,
1419,0.32,Good,2,D,SI2,2,-1352.64,-405.792,7060.36,8413,-4026.770475,,,,,,,,,
1439,0.32,Ideal,5,E,IF,8,1845.66,553.698,10258.66,8413,-828.470475,,,,,,,,,
1470,0.32,Ideal,5,E,VVS2,6,937.66,281.298,9350.66,8413,-1736.470475,,,,,,,,,
1555,0.32,Ideal,5,E,VS1,4,29.66,8.898,8442.66,8413,-2644.470475,,,,,,,,,
1569,0.32,Very Good,3,H,SI2,2,-1194.54,-358.362,7218.46,8413,-3868.670475,,,,,,,,,
1584,0.32,Ideal,5,G,IF,8,1845.66,553.698,10258.66,8413,-828.470475,,,,,,,,,
1663,0.32,Good,2,G,VS2,5,9.36,2.808,8422.36,8413,-2664.770475,,,,,,,,,
1678,0.32,Ideal,5,F,IF,8,1845.66,553.698,10258.66,8413,-828.470475,,,,,,,,,
1718,0.32,Very Good,3,G,VVS1,7,1075.46,322.638,9488.46,8413,-1598.670475,,,,,,,,,
1725,0.32,Ideal,5,F,VS2,5,483.66,145.098,8896.66,8413,-2190.470475,,,,,,,,,
1769,0.32,Ideal,5,D,VS2,5,483.66,145.098,8896.66,8413,-2190.470475,,,,,,,,,
1774,0.32,Ideal,5,D,SI1,3,-424.34,-127.302,7988.66,8413,-3098.470475,,,,,,,,,
1806,0.32,Ideal,5,G,VS1,4,29.66,8.898,8442.66,8413,-2644.470475,,,,,,,,,
1847,0.32,Ideal,5,E,VVS1,7,1391.66,417.498,9804.66,8413,-1282.470475,,,,,,,,,
1855,0.32,Ideal,5,I,VS2,5,483.66,145.098,8896.66,8413,-2190.470475,,,,,,,,,
1856,0.32,Ideal,5,D,VS2,5,483.66,145.098,8896.66,8413,-2190.470475,,,,,,,,,
1922,0.32,Good,2,D,SI1,3,-898.64,-269.592,7514.36,8413,-3572.770475,,,,,,,,,
1996,0.32,Ideal,5,G,VS2,5,483.66,145.098,8896.66,8413,-2190.470475,,,,,,,,,
2021,0.32,Very Good,3,D,SI1,3,-740.54,-222.162,7672.46,8413,-3414.670475,,,,,,,,,
2087,0.32,Premium,4,G,SI1,3,-582.44,-174.732,7830.56,8413,-3256.570475,,,,,,,,,
2143,0.32,Premium,4,I,VS2,5,325.56,97.668,8738.56,8413,-2348.570475,,,,,,,,,
2178,0.32,Premium,4,I,SI1,3,-582.44,-174.732,7830.56,8413,-3256.570475,,,,,,,,,
2188,0.32,Ideal,5,D,VS2,5,483.66,145.098,8896.66,8413,-2190.470475,,,,,,,,,
2240,0.32,Premium,4,E,VVS2,6,779.56,233.868,9192.56,8413,-1894.570475,,,,,,,,,
2278,0.32,Ideal,5,D,SI1,3,-424.34,-127.302,7988.66,8413,-3098.470475,,,,,,,,,
2338,0.32,Ideal,5,F,VS2,5,483.66,145.098,8896.66,8413,-2190.470475,,,,,,,,,
2343,0.32,Good,2,D,VS2,5,9.36,2.808,8422.36,8413,-2664.770475,,,,,,,,,
2345,0.32,Very Good,3,I,VS1,4,-286.54,-85.962,8126.46,8413,-2960.670475,,,,,,,,,
2379,0.32,Premium,4,I,VS1,4,-128.44,-38.532,8284.56,8413,-2802.570475,,,,,,,,,
2452,0.32,Premium,4,G,VS2,5,325.56,97.668,8738.56,8413,-2348.570475,,,,,,,,,
2466,0.32,Ideal,5,I,VS1,4,29.66,8.898,8442.66,8413,-2644.470475,,,,,,,,,
2606,0.32,Ideal,5,H,VS2,5,483.66,145.098,8896.66,8413,-2190.470475,,,,,,,,,
2639,0.32,Ideal,5,F,VS2,5,483.66,145.098,8896.66,8413,-2190.470475,,,,,,,,,
2717,0.32,Premium,4,F,SI1,3,-582.44,-174.732,7830.56,8413,-3256.570475,,,,,,,,,
2811,0.32,Premium,4,D,SI1,3,-582.44,-174.732,7830.56,8413,-3256.570475,,,,,,,,,
2818,0.32,Ideal,5,I,IF,8,1845.66,553.698,10258.66,8413,-828.470475,,,,,,,,,
2839,0.32,Ideal,5,E,VVS2,6,937.66,281.298,9350.66,8413,-1736.470475,,,,,,,,,
2864,0.32,Very Good,3,E,SI1,3,-740.54,-222.162,7672.46,8413,-3414.670475,,,,,,,,,
2900,0.32,Ideal,5,H,VVS1,7,1391.66,417.498,9804.66,8413,-1282.470475,,,,,,,,,
2929,0.32,Ideal,5,D,VVS2,6,937.66,281.298,9350.66,8413,-1736.470475,,,,,,,,,
2939,0.32,Premium,4,F,VS2,5,325.56,97.668,8738.56,8413,-2348.570475,,,,,,,,,
2950,0.32,Premium,4,G,VVS2,6,779.56,233.868,9192.56,8413,-1894.570475,,,,,,,,,
2976,0.32,Ideal,5,F,VVS2,6,937.66,281.298,9350.66,8413,-1736.470475,,,,,,,,,
23,0.33,Premium,4,I,VVS2,6,863.69,259.107,9276.69,8413,-1892.865152,,,,,,,,,
71,0.33,Premium,4,G,VS1,4,-44.31,-13.293,8368.69,8413,-2800.865152,,,,,,,,,
105,0.33,Ideal,5,H,SI2,2,-794.21,-238.263,7618.79,8413,-3550.765152,,,,,,,,,
113,0.33,Very Good,3,E,SI1,3,-656.41,-196.923,7756.59,8413,-3412.965152,,,,,,,,,
118,0.33,Premium,4,D,SI1,3,-498.31,-149.493,7914.69,8413,-3254.865152,,,,,,,,,
157,0.33,Ideal,5,I,VS2,5,567.79,170.337,8980.79,8413,-2188.765152,,,,,,,,,
160,0.33,Ideal,5,G,VS2,5,567.79,170.337,8980.79,8413,-2188.765152,,,,,,,,,
293,0.33,Premium,4,D,SI2,2,-952.31,-285.693,7460.69,8413,-3708.865152,,,,,,,,,
346,0.33,Very Good,3,E,VS2,5,251.59,75.477,8664.59,8413,-2504.965152,,,,,,,,,
364,0.33,Ideal,5,G,VVS1,7,1475.79,442.737,9888.79,8413,-1280.765152,,,,,,,,,
418,0.33,Very Good,3,F,VVS2,6,705.59,211.677,9118.59,8413,-2050.965152,,,,,,,,,
421,0.33,Ideal,5,G,IF,8,1929.79,578.937,10342.79,8413,-826.7651517,,,,,,,,,
446,0.33,Premium,4,G,VS1,4,-44.31,-13.293,8368.69,8413,-2800.865152,,,,,,,,,
459,0.33,Ideal,5,G,VVS2,6,1021.79,306.537,9434.79,8413,-1734.765152,,,,,,,,,
496,0.33,Ideal,5,E,VS2,5,567.79,170.337,8980.79,8413,-2188.765152,,,,,,,,,
519,0.33,Premium,4,H,VS2,5,409.69,122.907,8822.69,8413,-2346.865152,,,,,,,,,
547,0.33,Very Good,3,E,SI1,3,-656.41,-196.923,7756.59,8413,-3412.965152,,,,,,,,,
576,0.33,Ideal,5,G,SI2,2,-794.21,-238.263,7618.79,8413,-3550.765152,,,,,,,,,
596,0.33,Ideal,5,G,IF,8,1929.79,578.937,10342.79,8413,-826.7651517,,,,,,,,,
611,0.33,Ideal,5,F,VVS1,7,1475.79,442.737,9888.79,8413,-1280.765152,,,,,,,,,
619,0.33,Very Good,3,G,VS2,5,251.59,75.477,8664.59,8413,-2504.965152,,,,,,,,,
650,0.33,Premium,4,D,SI1,3,-498.31,-149.493,7914.69,8413,-3254.865152,,,,,,,,,
681,0.33,Ideal,5,H,VVS1,7,1475.79,442.737,9888.79,8413,-1280.765152,,,,,,,,,
747,0.33,Ideal,5,D,VS2,5,567.79,170.337,8980.79,8413,-2188.765152,,,,,,,,,
781,0.33,Premium,4,D,SI2,2,-952.31,-285.693,7460.69,8413,-3708.865152,,,,,,,,,
850,0.33,Ideal,5,G,VS2,5,567.79,170.337,8980.79,8413,-2188.765152,,,,,,,,,
880,0.33,Premium,4,G,VVS1,7,1317.69,395.307,9730.69,8413,-1438.865152,,,,,,,,,
934,0.33,Ideal,5,G,SI1,3,-340.21,-102.063,8072.79,8413,-3096.765152,,,,,,,,,
975,0.33,Ideal,5,G,VVS1,7,1475.79,442.737,9888.79,8413,-1280.765152,,,,,,,,,
1004,0.33,Ideal,5,H,VVS1,7,1475.79,442.737,9888.79,8413,-1280.765152,,,,,,,,,
1031,0.33,Premium,4,E,VS2,5,409.69,122.907,8822.69,8413,-2346.865152,,,,,,,,,
1076,0.33,Ideal,5,G,VS1,4,113.79,34.137,8526.79,8413,-2642.765152,,,,,,,,,
1078,0.33,Very Good,3,G,VVS2,6,705.59,211.677,9118.59,8413,-2050.965152,,,,,,,,,
1127,0.33,Ideal,5,E,SI1,3,-340.21,-102.063,8072.79,8413,-3096.765152,,,,,,,,,
1263,0.33,Very Good,3,I,VVS2,6,705.59,211.677,9118.59,8413,-2050.965152,,,,,,,,,
1273,0.33,Ideal,5,D,SI2,2,-794.21,-238.263,7618.79,8413,-3550.765152,,,,,,,,,
1320,0.33,Premium,4,G,VVS2,6,863.69,259.107,9276.69,8413,-1892.865152,,,,,,,,,
1427,0.33,Premium,4,H,VS1,4,-44.31,-13.293,8368.69,8413,-2800.865152,,,,,,,,,
1445,0.33,Ideal,5,F,VVS2,6,1021.79,306.537,9434.79,8413,-1734.765152,,,,,,,,,
1490,0.33,Ideal,5,E,VS2,5,567.79,170.337,8980.79,8413,-2188.765152,,,,,,,,,
